Beta,acc_reg,Intervals,time,avg_power,twall,final_time,b_optimal
0.05,0.0,70,35,23194.55184305368,13.117013,36.00000031446948,True
0.05,1.0,70,35,23199.000131333316,8.384559,36.000000315519884,True
0.05,1000000.0,70,35,23197.788735804905,13.775082,36.000000316069155,True
0.05,5000000.0,70,35,23167.636462600894,11.005122,36.00000032003878,True
0.05,10000000.0,70,35,23135.069011759348,12.599365,36.00000032403799,True
0.05,50000000.0,70,35,22809.40239477153,14.321846,36.00000033904355,True
0.05,100000000.0,70,35,22423.620256802227,32.092636,36.00000034543596,True
0.1,0.0,70,35,23175.74355415711,13.749249,36.0000003162996,True
0.1,1.0,70,35,23190.17748645405,10.55952,36.00000031605497,True
0.1,1000000.0,70,35,23186.950649497743,10.377985,36.00000031719106,True
0.1,5000000.0,70,35,23153.84304795675,12.858614,36.000000321638936,True
0.1,10000000.0,70,35,23093.68974814239,14.845641,36.00000032597011,True
0.1,50000000.0,70,35,23157.262599766986,10.507374,36.00000033935559,True
0.1,100000000.0,70,35,22404.875565123784,75.844611,36.000000345551,True
0.15,0.0,70,35,23123.13812664908,20.456865,36.00000031604999,True
0.15,1.0,70,35,23162.013822063833,11.507356,36.00000031852544,True
0.15,1000000.0,70,35,23152.66664660902,13.093737,36.00000032067247,True
0.15,5000000.0,70,35,23139.74951470317,12.386032,36.00000032251158,True
0.15,10000000.0,70,35,23097.72337773686,11.847882,36.00000032761855,True
0.15,50000000.0,70,35,23146.62655054458,11.869073,36.00000033961949,True
0.15,100000000.0,70,35,20712.510993206917,294.630127,35.99999661308373,False
0.2,0.0,70,35,23150.356304857534,14.973339,36.00000031920101,True
0.2,1.0,70,35,23108.602746003693,15.069177,36.00000031734297,True
0.2,1000000.0,70,35,23061.544704071694,13.287043,36.000000318454646,True
0.2,5000000.0,70,35,23095.544990886327,13.930678,36.000000323682684,True
0.2,10000000.0,70,35,23335.71369517073,8.266127,36.000000327431614,True
0.2,50000000.0,70,35,22768.23751992178,6.649293,36.00000033987438,True
0.2,100000000.0,70,35,22396.432126479784,9.560841,36.00000034580687,True
0.25,0.0,70,35,23131.49812633224,8.955419,36.00000032181192,True
0.25,1.0,70,35,23103.827427896736,7.608229,36.00000031943237,True
0.25,1000000.0,70,35,23098.308704431667,232.190993,36.00000032034403,False
0.25,5000000.0,70,35,23082.190171028164,15.213216,36.000000325598904,True
0.25,10000000.0,70,35,23069.2203582303,16.435405,36.00000032809623,True
0.25,50000000.0,70,35,23123.843002020712,8.258544,36.000000340131315,True
0.25,100000000.0,70,35,22347.350879920825,12.263821,36.00000034588083,True
0.3,0.0,70,35,23095.145748128416,14.135708,36.00000032297215,True
0.3,1.0,70,35,23055.8528859736,13.083092,36.00000032179817,True
0.3,1000000.0,70,35,23089.691916198542,10.995599,36.000000323766756,True
0.3,5000000.0,70,35,23066.991567227684,7.529871,36.00000032654082,True
0.3,10000000.0,70,35,23035.79000726438,18.262987,36.00000032872363,True
0.3,50000000.0,70,35,22766.000891831187,20.542185,36.00000034049586,True
0.3,100000000.0,70,35,22327.715206235163,10.059514,36.000000345985846,True
0.35,0.0,70,35,23080.97798947706,14.571832,36.000000324023716,True
0.35,1.0,70,35,23080.977984100642,8.371995,36.00000032402372,True
0.35,1000000.0,70,35,23075.527142468276,15.235172,36.00000032477565,True
0.35,5000000.0,70,35,23052.22567806199,17.237512,36.000000328123896,True
0.35,10000000.0,70,35,23023.225969153795,16.406353,36.00000032941689,True
0.35,50000000.0,70,35,23099.62402512987,9.22616,36.0000003406164,True
0.35,100000000.0,70,35,22307.838048495574,12.332486,36.000000346088534,True
0.4,0.0,70,35,23336.900321605477,15.055242,36.00000032485359,True
0.4,1.0,70,35,23025.83248381184,17.426829,36.00000032408975,True
0.4,1000000.0,70,35,23331.65177447386,21.177655,36.00000032553825,True
0.4,5000000.0,70,35,23037.59945349811,17.858299,36.00000032888973,True
0.4,10000000.0,70,35,23010.878689947484,12.862894,36.00000033011165,True
0.4,50000000.0,70,35,23087.00560102125,9.441568,36.00000034084881,True
0.4,100000000.0,70,35,22319.397611925397,12.457181,36.0000003462254,True
0.45,0.0,70,35,23323.336502793678,9.591719,36.000000325901595,True
0.45,1.0,70,35,23051.82084187223,7.873353,36.000000326145546,True
0.45,1000000.0,70,35,23046.29588992471,13.167102,36.0000003268062,True
0.45,5000000.0,70,35,23023.373627899233,17.78988,36.000000328335574,True
0.45,10000000.0,70,35,23269.084094900958,10.867104,36.00000033139429,True
0.45,50000000.0,70,35,22696.398400932474,9.065833,36.000000341069295,True
0.45,100000000.0,70,35,22299.57739572851,13.450122,36.00000034632454,True
0.5,0.0,70,35,23037.31518129598,12.350231,36.00000032711796,True
0.5,1.0,70,35,23037.31517580123,10.286292,36.00000032711797,True
0.5,1000000.0,70,35,22997.421282370175,11.372754,36.000000327670705,True
0.5,5000000.0,70,35,23011.2372441399,30.048009,36.000000329085246,True
0.5,10000000.0,70,35,23256.358270288863,8.424699,36.00000033202919,True
0.5,50000000.0,70,35,22681.32046587968,10.580634,36.000000341292605,True
0.5,100000000.0,70,35,22247.20467448618,15.473125,36.00000034639081,True
