Beta,acc_reg,Intervals,time,avg_power,twall,final_time,b_optimal
0.05,0.0,74,37,23385.951669947848,33.746848,38.000000318696564,True
0.05,1.0,74,37,23385.656458306537,125.89398,37.99998839147932,False
0.05,1000000.0,74,37,23647.268075312815,22.075487,38.000000320526155,True
0.05,5000000.0,74,37,23442.570013627042,121.430612,37.999989905456395,False
0.05,10000000.0,74,37,23369.24358121413,156.37563,37.99999098864597,False
0.05,50000000.0,74,37,23428.485278618882,153.510556,37.99999517250102,False
0.05,80000000.0,74,37,22866.389378226,15.991909,38.000000358596324,True
0.05,100000000.0,74,37,22731.399621506378,23.803107,38.00000036107015,True
0.1,0.0,74,37,23287.25695325399,15.039689,38.000000324609644,True
0.1,1.0,74,37,14629.680003195006,721.804913,37.98666963676687,False
0.1,1000000.0,74,37,23639.514058572542,17.008303,38.00000032272041,True
0.1,5000000.0,74,37,23316.630556384494,147.10172,37.9999905759333,False
0.1,10000000.0,74,37,23347.70570027951,147.206242,37.999991163340844,False
0.1,50000000.0,74,37,23417.221135235235,151.704483,37.999995232700364,False
0.1,80000000.0,74,37,23189.028976836933,178.005181,37.99931170763063,False
0.1,100000000.0,74,37,22775.538385768996,173.996111,38.00000036281004,False
0.15,0.0,74,37,23367.47363434491,141.356657,37.9999892087037,False
0.15,1.0,74,37,23395.82185847138,147.697918,37.99998912249763,False
0.15,1000000.0,74,37,23634.18988780599,15.620378,38.00000032363543,True
0.15,5000000.0,74,37,23620.11866955429,19.067493,38.000000329627355,True
0.15,10000000.0,74,37,23328.2205462671,153.975007,38.00000033391172,False
0.15,50000000.0,74,37,23405.78141026167,126.559648,37.999995290542465,False
0.15,80000000.0,74,37,22836.2154543857,16.257848,38.00000035895224,True
0.15,100000000.0,74,37,23187.088691610057,38.744055,38.00000035417306,True
0.2,0.0,74,37,23414.511501001907,120.876635,37.99998942789756,False
0.2,1.0,74,37,23390.562538671602,119.712714,37.99998953756501,False
0.2,1000000.0,74,37,23432.975165309646,118.85502,38.0000003261192,False
0.2,5000000.0,74,37,23266.09384130501,59.92484,37.99949274502994,False
0.2,10000000.0,74,37,23300.51210500886,148.811216,38.000000335228336,False
0.2,50000000.0,74,37,23393.92028487726,155.448663,37.999995348929495,False
0.2,80000000.0,74,37,22793.87208744352,24.661705,38.000000359386696,True
0.2,100000000.0,74,37,23174.279852525437,43.235491,38.00000035433902,True
0.25,0.0,74,37,23368.277974137513,160.884878,37.99998979429857,False
0.25,1.0,74,37,23621.751434412978,145.875677,38.00000032647377,False
0.25,1000000.0,74,37,23360.926834944323,88.257206,38.000000327193085,True
0.25,5000000.0,74,37,23381.299280453855,19.677719,38.000000330549724,True
0.25,10000000.0,74,37,23305.127550425037,25.860056,38.00000033562254,True
0.25,50000000.0,74,37,23382.249370858382,152.849334,38.00000035454783,False
0.25,80000000.0,74,37,23260.775612568817,87.869822,38.00000035097108,True
0.25,100000000.0,74,37,22681.19354689534,185.384578,37.99999675084732,False
0.3,0.0,74,37,23347.217556272564,21.846046,38.00000032727322,True
0.3,1.0,74,37,23316.886319593348,17.848362,38.000000328180576,True
0.3,1000000.0,74,37,23252.465527903045,25.991562,38.000000331020075,True
