Beta,acc_reg,Intervals,time,avg_power,twall,final_time,b_optimal
0.05,0.0,64,32,22777.601904238858,5.483702,33.000000311880925,True
0.05,1.0,64,32,22777.60190398402,5.803024,33.000000311880925,True
0.05,1000000.0,64,32,22569.84349936577,11.711365,33.00000031255991,True
0.05,5000000.0,64,32,22753.59273833662,5.606736,33.000000312996306,True
0.05,10000000.0,64,32,22480.856982925896,13.107634,33.00000031368341,True
0.05,50000000.0,64,32,22141.670501654,9.477563,33.00000031843757,True
0.05,100000000.0,64,32,21715.745960254626,15.338855,33.00000032133325,True
0.1,0.0,64,32,22551.106565871232,10.109417,33.00000031226078,True
0.1,1.0,64,32,22544.304765423625,9.321047,33.00000031222428,True
0.1,1000000.0,64,32,22757.204100948613,6.139104,33.00000031250514,True
0.1,5000000.0,64,32,22558.800560568798,7.7975,33.00000031327607,True
0.1,10000000.0,64,32,22447.918233984718,7.551498,33.0000003142083,True
0.1,50000000.0,64,32,22157.830897180254,8.749502,33.00000031864296,True
0.1,100000000.0,64,32,21991.69135371811,13.305697,33.00000032184255,True
0.15,0.0,64,32,22558.803410167948,8.468701,33.00000031310599,True
0.15,1.0,64,32,22453.193046468405,17.762653,33.00000031155384,True
0.15,1000000.0,64,32,22544.39954490444,8.203536,33.00000031255588,True
0.15,5000000.0,64,32,22531.14898009528,6.554118,33.00000031373194,True
0.15,10000000.0,64,32,22682.190290149105,6.481468,33.000000314344085,True
0.15,50000000.0,64,32,22400.685667899004,8.897036,33.000000318786824,True
0.15,100000000.0,64,32,21675.80124255321,10.335393,33.00000032146004,True
0.2,0.0,64,32,22748.791227936043,6.873664,33.00000031280493,True
0.2,1.0,64,32,22544.74697805944,9.114075,33.00000031305697,True
0.2,1000000.0,64,32,22744.631454775103,6.470418,33.00000031303935,True
0.2,5000000.0,64,32,22500.08952607673,7.401403,33.00000031378005,True
0.2,10000000.0,64,32,22421.535944565938,9.560451,33.00000031460059,True
0.2,50000000.0,64,32,22125.980330136594,13.085467,33.00000031886156,True
0.2,100000000.0,64,32,21527.562789888125,12.318376,33.00000032146231,True
0.25,0.0,64,32,22516.848166527227,8.688403,33.000000313136695,True
0.25,1.0,64,32,22533.836828748445,10.775771,33.00000031278842,True
0.25,1000000.0,64,32,22511.160195641743,9.653319,33.000000313335306,True
0.25,5000000.0,64,32,22458.29792351878,7.572331,33.00000031381622,True
0.25,10000000.0,64,32,22662.8560556242,6.613261,33.00000031478714,True
0.25,50000000.0,64,32,22127.329287217348,9.317266,33.000000319031756,True
0.25,100000000.0,64,32,21633.391215955788,10.131667,33.00000032158292,True
0.3,0.0,64,32,22732.42327787858,5.961781,33.000000313338035,True
0.3,1.0,64,32,22476.082587758938,7.42671,33.0000003131294,True
0.3,1000000.0,64,32,22477.690251527507,6.028905,33.00000031381143,True
0.3,5000000.0,64,32,22674.540484643217,5.746562,33.000000314208236,True
0.3,10000000.0,64,32,22421.12598252705,5.898428,33.000000315157244,True
0.3,50000000.0,64,32,22092.907219156255,7.829247,33.0000003190696,True
0.3,100000000.0,64,32,22448.86811551456,43.333979,33.00000031345163,True
0.35,0.0,64,32,22462.28650524513,6.650067,33.00000031336544,True
0.35,1.0,64,32,22446.752471281638,9.701911,33.00000031362885,True
0.35,1000000.0,64,32,22685.789248332127,9.123033,33.000000313847934,True
0.35,5000000.0,64,32,22665.796538414794,6.523713,33.00000031441641,True
0.35,10000000.0,64,32,22368.1649617223,10.086241,33.000000315228775,True
0.35,50000000.0,64,32,22044.75909541434,11.137871,33.000000319094504,True
0.35,100000000.0,64,32,21587.253422608446,9.141249,33.00000032170262,True
0.4,0.0,64,32,22448.70473251739,10.535195,33.0000003135775,True
0.4,1.0,64,32,22476.65641841522,7.710302,33.00000031385099,True
0.4,1000000.0,64,32,22469.85309516539,6.858511,33.000000314022564,True
0.4,5000000.0,64,32,22400.859768849867,8.519983,33.0000003145766,True
0.4,10000000.0,64,32,22608.674266642243,8.366499,33.00000031553109,True
0.4,50000000.0,64,32,22331.57612937712,9.886841,33.00000031945739,True
0.4,100000000.0,64,32,17711.19985195443,20.504962,33.000000317312406,True
0.45,0.0,64,32,22383.01323373839,10.534335,33.000000313773555,True
0.45,1.0,64,32,22672.52920107939,10.442583,33.000000314120754,True
0.45,1000000.0,64,32,22437.42976239559,8.524333,33.00000031439833,True
0.45,5000000.0,64,32,22346.36235909992,8.224295,33.00000031453981,True
0.45,10000000.0,64,32,22357.85123965365,11.013494,33.00000031533696,True
0.45,50000000.0,64,32,22040.918371840264,12.404726,33.00000031936126,True
0.45,100000000.0,64,32,22366.035412297344,24.28103,33.000000313652926,True
0.5,0.0,64,32,22364.765271572694,13.387635,33.00000031396549,True
0.5,1.0,64,32,22635.30009793887,8.619435,33.00000031440614,True
0.5,1000000.0,64,32,22358.364965139066,11.693265,33.00000031412886,True
0.5,5000000.0,64,32,22271.741886059648,8.953508,33.00000031448586,True
0.5,10000000.0,64,32,22585.0004760564,9.696377,33.000000315948924,True
0.5,50000000.0,64,32,21992.026453915772,10.735598,33.000000319385464,True
0.5,100000000.0,64,32,21514.614560532693,12.419641,33.00000032187361,True
