Beta,acc_reg,Intervals,time,avg_power,twall,final_time,b_optimal
0.05,0.0,60,30,21609.72064796395,8.238155,31.000000299019373,True
0.05,1.0,60,30,21930.349600474383,10.0032,31.000000299830802,True
0.05,1000000.0,60,30,21922.236745520102,8.408257,31.000000299625164,True
0.05,5000000.0,60,30,21915.168522198197,11.79056,31.0000003000313,True
0.05,10000000.0,60,30,21896.0870727325,6.876785,31.000000300369376,True
0.05,50000000.0,60,30,21620.07863302164,6.20944,31.00000030248157,True
0.05,80000000.0,60,30,20628.01727281991,11.571706,31.000000303072078,True
0.05,100000000.0,60,30,19644.727946986226,22.78692,31.000000299451177,True
0.1,0.0,60,30,21929.151240120296,7.991862,31.00000029995237,True
0.1,1.0,60,30,21921.33611654873,7.744846,31.000000299666375,True
0.1,1000000.0,60,30,21681.76873903829,6.386237,31.000000299596525,True
0.1,5000000.0,60,30,21910.27379838616,7.136919,31.000000300113392,True
0.1,10000000.0,60,30,21611.532506189218,10.24831,31.000000299829125,True
0.1,50000000.0,60,30,21608.350265819987,7.295454,31.000000302542688,True
0.1,80000000.0,60,30,21039.01236357625,19.37492,31.000000303550387,True
0.1,100000000.0,60,30,20220.756507926217,9.778138,31.000000303067633,True
0.15,0.0,60,30,21918.231664128383,8.085561,31.000000299789882,True
0.15,1.0,60,30,21918.23166209215,6.30857,31.000000299789882,True
0.15,1000000.0,60,30,21916.00834676862,6.952334,31.00000029987413,True
0.15,5000000.0,60,30,21904.42146685664,9.870282,31.000000300195673,True
0.15,10000000.0,60,30,21506.843276159427,8.667151,31.000000299600014,True
0.15,50000000.0,60,30,21596.26119232066,8.155823,31.00000030260288,True
0.15,80000000.0,60,30,21021.227371125584,24.403631,31.000000303595044,True
0.15,100000000.0,60,30,20183.60233185805,7.373837,31.000000303217046,True
0.2,0.0,60,30,21655.34580039936,7.764231,31.000000299710496,True
0.2,1.0,60,30,21913.424718397673,8.680056,31.000000299881936,True
0.2,1000000.0,60,30,21675.300981711534,10.962973,31.000000299676884,True
0.2,5000000.0,60,30,21892.8155402241,6.703392,31.000000300248136,True
0.2,10000000.0,60,30,21587.720145540457,12.279982,31.000000300277804,True
0.2,50000000.0,60,30,21583.757397957368,8.203282,31.000000302662304,True
0.2,80000000.0,60,30,22055.668332403864,29.518831,31.000000298020293,True
0.2,100000000.0,60,30,20874.022322099416,20.350977,31.000000304312422,True
0.25,0.0,60,30,21907.894047745624,6.786518,31.000000299971862,True
0.25,1.0,60,30,21907.894044758315,6.628998,31.000000299971862,True
0.25,1000000.0,60,30,21904.776054708083,8.252245,31.000000300053408,True
0.25,5000000.0,60,30,21885.890714935613,7.819318,31.0000003003232,True
0.25,10000000.0,60,30,21866.562949431678,10.88603,31.000000300677126,True
0.25,50000000.0,60,30,21570.453832896146,7.827059,31.000000302719958,True
0.25,80000000.0,60,30,21026.47522181857,14.114066,31.000000303787683,True
0.25,100000000.0,60,30,20168.484385255877,8.63335,31.000000303461732,True
0.3,0.0,60,30,21901.07911233694,7.446445,31.000000300057806,True
0.3,1.0,60,30,21901.570082599956,7.540907,31.00000030005951,True
0.3,1000000.0,60,30,21897.73168730331,14.656041,31.000000300139035,True
0.3,5000000.0,60,30,21853.423545530593,6.835705,31.000000300417213,True
