Beta,acc_reg,Intervals,time,avg_power,twall,final_time,b_optimal
0.05,0.0,54,27,19705.954361125903,6.952102,28.000000274407313,True
0.05,1.0,54,27,19705.9543611158,6.947156,28.000000274407313,True
0.05,1000000.0,54,27,19701.395082267365,8.753647,28.00000027440739,True
0.05,5000000.0,54,27,19700.626186880385,11.385983,28.00000027447696,True
0.05,10000000.0,54,27,19461.418352403463,10.047991,28.000000274704313,True
0.05,50000000.0,54,27,18888.027243531462,8.439309,28.000000274593017,True
0.05,100000000.0,54,27,8238.240885508398,13.990412,28.000000273409416,True
0.1,0.0,54,27,19559.49709567223,7.150559,28.000000274378596,True
0.1,1.0,54,27,19537.38597822458,6.648889,28.000000274419275,True
0.1,1000000.0,54,27,19704.072471798027,10.699763,28.000000274435052,True
0.1,5000000.0,54,27,19696.000937205,8.923976,28.00000027449717,True
0.1,10000000.0,54,27,19530.468795554185,6.629617,28.000000274664366,True
0.1,50000000.0,54,27,18434.725538327053,7.816396,28.000000274637962,True
0.1,100000000.0,54,27,18361.875061387793,7.072556,28.00000027566991,True
0.15,0.0,54,27,19702.20137967113,8.550562,28.000000274435305,True
0.15,1.0,54,27,19702.201378219415,9.265798,28.000000274435305,True
0.15,1000000.0,54,27,19700.616804981033,7.903341,28.000000274456774,True
0.15,5000000.0,54,27,19747.980965606374,10.748533,28.000000274712452,True
0.15,10000000.0,54,27,19671.85736326815,11.036011,28.000000274642503,True
0.15,50000000.0,54,27,18844.610869200817,8.519111,28.000000274651867,True
0.15,100000000.0,54,27,18342.332728532947,8.506498,28.00000027569241,True
0.2,0.0,54,27,19697.915634014327,9.025505,28.000000274457474,True
0.2,1.0,54,27,19697.915632012013,8.36627,28.000000274457474,True
0.2,1000000.0,54,27,19504.224857465924,6.507531,28.000000274554576,True
0.2,5000000.0,54,27,19496.261201422312,9.822031,28.00000027468694,True
0.2,10000000.0,54,27,19458.777934282392,8.773996,28.000000274368492,True
0.2,50000000.0,54,27,17775.38683808607,6.876814,28.000000274960055,True
0.2,100000000.0,54,27,17982.69643462272,7.467858,28.000000275325753,True
0.25,0.0,54,27,19529.626543551036,9.792289,28.00000027456017,True
0.25,1.0,54,27,18850.31073246773,12.327737,28.000000272178188,True
0.25,1000000.0,54,27,19527.726314293282,7.754902,28.000000274591134,True
0.25,5000000.0,54,27,19672.537186285117,11.594129,28.000000274565085,True
0.25,10000000.0,54,27,19458.760250935546,9.225625,28.00000027488733,True
0.25,50000000.0,54,27,18370.311381297655,6.89435,28.000000274795863,True
0.25,100000000.0,54,27,18356.85312381414,6.621593,28.000000275706945,True
0.3,0.0,54,27,19683.36023341854,14.853069,28.000000274468018,True
0.3,1.0,54,27,19525.067122102373,8.620169,28.000000274605767,True
0.3,1000000.0,54,27,19517.36939611167,7.24787,28.00000027461646,True
0.3,5000000.0,54,27,19467.08258154173,9.132862,28.000000274285767,True
0.3,10000000.0,54,27,19392.649096151064,6.51217,28.0000002742982,True
0.3,50000000.0,54,27,17740.555566781626,5.125093,28.000000275056575,True
0.3,100000000.0,54,27,17787.709211354755,8.352445,28.000000275156772,True
0.35,0.0,54,27,18733.532801292004,5.770084,28.000000271540447,True
0.35,1.0,54,27,19492.032327260913,9.583952,28.00000027466229,True
0.35,1000000.0,54,27,19476.98615831715,8.65144,28.000000274205913,True
0.35,5000000.0,54,27,19483.911286673327,9.972725,28.00000027481292,True
0.35,10000000.0,54,27,19463.722830387458,9.201902,28.00000027494939,True
0.35,50000000.0,54,27,18323.343721502744,5.709336,28.000000274911017,True
0.35,100000000.0,54,27,17753.946165000023,6.533566,28.000000275144586,True
0.4,0.0,54,27,19470.96933199829,6.842244,28.000000274206634,True
0.4,1.0,54,27,19470.969326899896,6.59476,28.000000274206634,True
0.4,1000000.0,54,27,19425.98907806196,7.559982,28.00000027412549,True
0.4,5000000.0,54,27,19357.850531277963,5.50378,28.000000274106576,True
0.4,10000000.0,54,27,19435.23842712692,11.296484,28.000000275003345,True
0.4,50000000.0,54,27,18298.404759533205,4.846208,28.000000274976937,True
0.4,100000000.0,54,27,17927.81467099816,7.541966,28.000000275383737,True
0.45,0.0,54,27,19446.936261354775,10.826707,28.00000027422917,True
0.45,1.0,54,27,19415.764099258093,8.738453,28.000000274118065,True
0.45,1000000.0,54,27,19463.40565434444,8.890153,28.000000274763224,True
0.45,5000000.0,54,27,19282.57930590684,7.801285,28.000000273945783,True
0.45,10000000.0,54,27,19173.23470380665,12.918492,28.00000027383537,True
0.45,50000000.0,54,27,16856.0865110586,7.090637,28.000000275440858,True
0.45,100000000.0,54,27,12898.388109032607,7.206748,28.000000273563547,True
0.5,0.0,54,27,19212.833255569203,8.579662,28.000000273596108,True
0.5,1.0,54,27,19500.169705787826,11.162671,28.000000274719536,True
0.5,1000000.0,54,27,19401.798081940327,7.312728,28.000000274511564,True
0.5,5000000.0,54,27,19439.591484823937,10.327592,28.00000027495185,True
0.5,10000000.0,54,27,19374.507563106003,12.430707,28.00000027472444,True
0.5,50000000.0,54,27,17654.79914713975,8.791613,28.000000275255736,True
0.5,100000000.0,54,27,17836.163516673958,8.026922,28.00000027542073,True
