Beta,acc_reg,Intervals,time,avg_power,twall,final_time,b_optimal
0.05,0.0,70,35,23256.587971071483,14.502353,36.00000031600125,True
0.05,1.0,70,35,23256.587970001663,10.352319,36.00000031600125,True
0.05,1000000.0,70,35,23246.00487851929,1375.572039,36.00000031584778,True
0.05,5000000.0,70,35,23418.93159027291,14.110052,36.00000032180697,True
0.05,10000000.0,70,35,23391.65127326435,16.176846,36.00000032637076,True
0.05,50000000.0,70,35,23183.55068203274,13.773803,36.000000339654804,True
0.05,80000000.0,70,35,22992.392571068172,19.886507,36.000000344438774,True
0.05,100000000.0,70,35,22772.844542249128,16.100902,36.00000034576862,True
0.1,0.0,70,35,23207.808268966895,20.990728,36.00000031673639,True
0.1,1.0,70,35,23193.29192599588,18.79289,36.00000031612801,True
0.1,1000000.0,70,35,23181.976084683865,16.905379,36.00000031747368,True
0.1,5000000.0,70,35,23410.64145242708,12.352098,36.000000322753976,True
0.1,10000000.0,70,35,23382.75944484711,12.899413,36.000000327317174,True
0.1,50000000.0,70,35,23173.867832495333,58.882626,36.0000003399124,True
0.1,80000000.0,70,35,22972.922246518527,26.493967,36.00000034455048,True
0.1,100000000.0,70,35,22749.592208736816,18.416649,36.00000034586343,True
0.15,0.0,70,35,23200.972421028768,25.909402,36.00000031713628,True
0.15,1.0,70,35,23171.01479712187,35.568097,36.00000031711102,True
0.15,1000000.0,70,35,23173.634278541234,18.042726,36.0000003192787,True
0.15,5000000.0,70,35,23156.43738089817,43.027524,36.00000032341377,True
0.15,10000000.0,70,35,23162.37153301968,64.04664,36.00000032651662,True
0.15,50000000.0,70,35,23163.937368963645,14.538767,36.000000340162714,True
0.15,80000000.0,70,35,22613.525636959166,36.903777,36.000000343867754,True
0.15,100000000.0,70,35,22724.621688223957,24.669999,36.00000034596026,True
0.2,0.0,70,35,23411.30158653794,14.948427,36.0000003210098,True
0.2,1.0,70,35,23198.8854572048,22.321032,36.00000031858505,True
0.2,1000000.0,70,35,23399.03131500203,20.447331,36.000000323068846,True
0.2,5000000.0,70,35,23384.662088034333,15.266678,36.00000032599288,True
0.2,10000000.0,70,35,23357.67982769092,17.494924,36.0000003295078,True
0.2,50000000.0,70,35,23154.403650575114,9.00278,36.000000340438795,True
0.2,80000000.0,70,35,22921.881251574567,13.350365,36.00000034467214,True
0.2,100000000.0,70,35,22965.87851711177,29.341412,36.00000033902824,True
0.25,0.0,70,35,23108.929987176416,11.699982,36.00000032062271,True
0.25,1.0,70,35,23394.0528313902,106.811072,35.99999321345925,False
0.25,1000000.0,70,35,23139.75911544093,10.378334,36.00000032132039,True
0.25,5000000.0,70,35,23375.50799231354,12.667417,36.000000326974195,True
0.25,10000000.0,70,35,23349.84969910659,9.188664,36.00000033016136,True
0.25,50000000.0,70,35,23144.706317286244,8.776112,36.00000034069882,True
0.25,80000000.0,70,35,22898.32338404113,12.506934,36.00000034475721,True
0.25,100000000.0,70,35,22950.11577596819,29.83546,36.00000033913774,True
0.3,0.0,70,35,23385.891655897172,10.415821,36.00000032459916,True
0.3,1.0,70,35,23385.891652275783,9.337292,36.00000032459916,True
0.3,1000000.0,70,35,23133.120325709675,25.863034,36.00000032324873,True
0.3,5000000.0,70,35,23359.924169063375,19.049515,36.000000328417066,True
0.3,10000000.0,70,35,23340.97774918266,14.441729,36.00000033082409,True
0.3,50000000.0,70,35,23134.141527737516,10.737384,36.000000340966466,True
0.3,80000000.0,70,35,22874.707153663043,13.094152,36.0000003448482,True
0.3,100000000.0,70,35,22934.09975496608,35.141019,36.00000033924266,True
0.35,0.0,70,35,23079.69213249054,27.008191,36.00000032380818,True
0.35,1.0,70,35,23079.692126786133,23.793739,36.00000032380818,True
0.35,1000000.0,70,35,23117.0267956999,21.795679,36.00000032431846,True
0.35,5000000.0,70,35,23352.264074148923,15.814149,36.00000032912959,True
0.35,10000000.0,70,35,23331.97694362631,22.529498,36.00000033145961,True
0.35,50000000.0,70,35,23123.288727136223,12.814506,36.000000341225864,True
0.35,80000000.0,70,35,22544.563037012307,27.872255,36.00000034441003,True
0.35,100000000.0,70,35,22917.8661054488,33.042335,36.00000033934396,True
0.4,0.0,70,35,23361.559558268647,16.931377,36.00000032725547,True
0.4,1.0,70,35,23107.290585150065,21.272065,36.00000032463198,True
0.4,1000000.0,70,35,23357.96554774087,15.174779,36.00000032782634,True
0.4,5000000.0,70,35,23343.552165885667,15.57644,36.00000032985242,True
0.4,10000000.0,70,35,23319.598505255395,19.547407,36.000000332142505,True
0.4,50000000.0,70,35,23112.140970334327,11.850735,36.00000034147734,True
0.4,80000000.0,70,35,22826.30762726325,19.909545,36.00000034502992,True
0.4,100000000.0,70,35,22901.400414890515,36.740376,36.00000033944199,True
0.45,0.0,70,35,23059.978611938055,25.110733,36.00000032661468,True
0.45,1.0,70,35,23354.050738977752,25.609691,36.00000032802142,True
0.45,1000000.0,70,35,694.804283195812,10805.977549,35.840204649861,False
0.45,5000000.0,70,35,0.0,18618.661184,34.019999667,False
0.45,10000000.0,70,35,23051.74282197211,46.221026,36.00000033117738,True
