Beta,acc_reg,Intervals,time,avg_power,twall,final_time,b_optimal
0.05,0.0,58,29,21093.227086721916,5.135121,30.000000291729567,True
0.05,1.0,58,29,21093.227086304476,5.246401,30.000000291729567,True
0.05,1000000.0,58,29,21080.871438712864,6.940887,30.00000029134422,True
0.05,5000000.0,58,29,21084.604749019134,8.341436,30.000000291693755,True
0.05,10000000.0,58,29,21047.773839217793,8.340366,30.00000029173833,True
0.05,50000000.0,58,29,21037.372482411763,6.368818,30.000000293678593,True
0.05,100000000.0,58,29,21021.745128954746,28.779414,30.00000029046567,True
0.1,0.0,58,29,21092.99120004231,6.156089,30.0000002915714,True
0.1,1.0,58,29,21324.540418015644,8.099177,30.000000291582115,True
0.1,1000000.0,58,29,21337.098164630825,7.002235,30.000000291514098,True
0.1,5000000.0,58,29,21333.373787738736,6.981255,30.000000291787195,True
0.1,10000000.0,58,29,21047.478036038796,9.31118,30.000000291879196,True
0.1,50000000.0,58,29,21046.91819455792,6.838528,30.00000029369589,True
0.1,100000000.0,58,29,18490.166497191287,10.096325,30.00000029086377,True
0.15,0.0,58,29,21337.420703421958,8.696415,30.000000291525275,True
0.15,1.0,58,29,21337.420703270433,8.197743,30.000000291525275,True
0.15,1000000.0,58,29,21336.92980314532,7.479919,30.000000291595065,True
0.15,5000000.0,58,29,21069.344936709815,5.970416,30.000000291877193,True
0.15,10000000.0,58,29,21012.559716951127,7.65385,30.00000029171448,True
0.15,50000000.0,58,29,21007.93586923506,6.611657,30.000000293785657,True
0.15,100000000.0,58,29,19798.008182354828,24.778678,30.000000290076688,True
0.2,0.0,58,29,21336.620742150422,7.758325,30.000000291605282,True
0.2,1.0,58,29,21336.620741031522,7.221607,30.000000291605282,True
0.2,1000000.0,58,29,21066.380067668295,7.271336,30.000000291842756,True
0.2,5000000.0,58,29,21045.47698104143,7.02185,30.000000291658015,True
0.2,10000000.0,58,29,21038.79800390039,6.670187,30.000000291911217,True
0.2,50000000.0,58,29,20673.70567389269,6.477954,30.000000293549995,True
0.2,100000000.0,58,29,18472.3054140157,8.878016,30.00000029103335,True
0.25,0.0,58,29,21334.478395188606,7.660681,30.0000002916829,True
0.25,1.0,58,29,21334.478393527,7.043158,30.0000002916829,True
0.25,1000000.0,58,29,21332.655461104143,6.54894,30.000000291750414,True
0.25,5000000.0,58,29,21291.60453908612,8.107921,30.0000002919243,True
0.25,10000000.0,58,29,21005.396108356643,11.948462,30.00000029204278,True
0.25,50000000.0,58,29,20716.941600186135,9.16539,30.00000029362213,True
0.25,100000000.0,58,29,15302.631744965713,23.63318,30.000000286986833,True
0.3,0.0,58,29,21331.427030849267,8.126059,30.000000291760802,True
0.3,1.0,58,29,21066.70485183831,5.988728,30.000000291650586,True
0.3,1000000.0,58,29,21062.09394632112,5.962283,30.000000291695155,True
0.3,5000000.0,58,29,21030.85473858052,8.631446,30.000000291727485,True
0.3,10000000.0,58,29,21273.101407581777,5.862942,30.000000292275644,True
0.3,50000000.0,58,29,20964.287146709023,7.980041,30.000000293946954,True
0.3,100000000.0,58,29,18399.181317055194,10.277607,30.000000290745692,True
0.35,0.0,58,29,21050.52660790689,7.06785,30.00000029167954,True
0.35,1.0,58,29,21323.97147654006,7.101423,30.000000291835594,True
0.35,1000000.0,58,29,21046.680954577565,12.554939,30.00000029172476,True
0.35,5000000.0,58,29,21304.02750353765,7.855942,30.000000292106062,True
0.35,10000000.0,58,29,20956.933103912055,11.309636,30.00000029199921,True
0.35,50000000.0,58,29,20949.306495019973,9.706036,30.00000029399947,True
0.35,100000000.0,58,29,18384.00414772059,9.021659,30.00000029083283,True
0.4,0.0,58,29,21044.143919330814,9.904948,30.000000291691272,True
0.4,1.0,58,29,21044.14391631257,9.429773,30.000000291691272,True
0.4,1000000.0,58,29,21311.700859068762,7.531713,30.000000291958777,True
0.4,5000000.0,58,29,21017.522647838025,10.372926,30.00000029181269,True
0.4,10000000.0,58,29,21252.369786593044,8.583465,30.000000292428822,True
0.4,50000000.0,58,29,20693.920565364017,9.465459,30.000000293815855,True
0.4,100000000.0,58,29,19548.14771258495,13.151076,30.00000029418837,True
0.45,0.0,58,29,21011.562822147724,8.121652,30.000000291987867,True
0.45,1.0,58,29,21011.562817986334,7.533935,30.000000291987867,True
0.45,1000000.0,58,29,21284.000471215528,7.572642,30.000000291985334,True
0.45,5000000.0,58,29,20962.7101616621,15.003892,30.000000291950965,True
0.45,10000000.0,58,29,20962.72246851649,8.081029,30.000000292341312,True
0.45,50000000.0,58,29,20651.743378620264,13.644412,30.000000293821543,True
0.45,100000000.0,58,29,20552.47250802233,18.300116,30.000000290419983,True
0.5,0.0,58,29,21033.32720987066,7.906234,30.000000291777706,True
0.5,1.0,58,29,20995.320769286714,5.752556,30.00000029168237,True
0.5,1000000.0,58,29,21275.101024849206,8.006122,30.000000292067927,True
0.5,5000000.0,58,29,20949.59706911144,10.832004,30.000000291975955,True
0.5,10000000.0,58,29,20922.685199024087,8.324173,30.00000029219263,True
0.5,50000000.0,58,29,20152.62825089417,8.341934,30.000000293089226,True
0.5,100000000.0,58,29,18338.591219840357,9.463859,30.000000291087918,True
